hospital_name,ownership,specialty,approx_beds,emergency_24x7,accreditation,address,state,district,latitude,longitude
Rajalakshmi Multispeciality Hospital,Private,Multispecialty / General,,0.0,0.0,"76-1-1, V R Layout Jp Nagar",Karnataka,Bengaluru Urban,12.8978624,77.5845084
Rajshekhar Hospital,Private,Multispecialty / General,,0.0,0.0,"No 21, 9Th Cross B-78 Jp Nagar",Karnataka,Bengaluru Urban,12.9109937,77.5787234
Ravindranath Ge Medical Associates Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase",Karnataka,Bengaluru Urban,12.9099647,77.5925166
Shekar Nethralaya,Private,Eye / Ophthalmology,,0.0,0.0,"633, 100 Ft Ring Road Phase Iii Jp Nagar",Karnataka,Bengaluru Urban,12.906406,77.5958928
Swathi Galaxy Hospital,Private,Multispecialty / General,,0.0,0.0,"1764, 14Th Main,1St Stage,Kumaraswamy Layout,Bengaluru",Karnataka,Bengaluru Urban,12.9057693,77.562969
T.R.Hospital,Private,Multispecialty / General,,0.0,0.0,"Kothanur Dinne Main Road,Sapthagiri Layout,OppositeFabricana Factory,J.P.Ngar,8Th Phase",Karnataka,Bengaluru Urban,12.8769547,77.5827175
Ananya Hospital Pvt.Ltd.,Private,Multispecialty / General,,0.0,0.0,"389/44,19Th Main, Rajajinagar I Block",Karnataka,Bengaluru Urban,12.999754,77.550445
Anugraha Hospital,Private,Multispecialty / General,,0.0,0.0,"No 18/2, 1St Cross, M.C. Layout, Vijayanagar",Karnataka,Bengaluru Urban,12.9671984,77.523846
Aruna Netralaya,Private,Multispecialty / General,,0.0,0.0,"#313, 3Rd Stage,4Th Blk,Siddiah Puranik Rd,Basaveshwaranagar",Karnataka,Bengaluru Urban,12.9916919,77.5384217
Chord Road Hospital Pvt. Ltd.,Private,Multispecialty / General,,0.0,0.0,"No.100, Lic Colony ,West Of Chord Rd, Basaveshwaranagar",Karnataka,Bengaluru Urban,13.0304978,77.5522692
Dr Raos Maternity Hospital,Private,Women & Child,,0.0,0.0,"No 370.371,I Stage West Of Cord Road",Karnataka,Bengaluru Urban,12.9941257,77.5508542
Jeevani Health And Medicare Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"No 11/2, Magadi Main Road Agrahara, Dasarahalli Dasarahalli",Karnataka,Bengaluru Urban,12.98061,77.538619
Matru Nursing Home And Trauma Care Centre,Private,Ortho / Trauma,,0.0,0.0,"425/A, 6Th Main Road 3Rd Stage, 3Rd Block Basaveshwara Nagar",Karnataka,Bengaluru Urban,12.9918208,77.5331332
Panacea Hospital Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"No 334, 8Th Main, 3Rd Stage Siddaiahpuranik Road Bashaveswanagar",Karnataka,Bengaluru Urban,12.9911107,77.5419514
Sneha Ent Hospital,Private,Multispecialty / General,,0.0,0.0,"175,1St Stage Beml Lay Out,Basaweswara Nager",Karnataka,Bengaluru Urban,12.9907346,77.5319638
Trupti Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No. 463, 1St Block, 3Rd Stage, Dr.Siddaiah Puranika Road, Basaveshwaranagear",Karnataka,Bengaluru Urban,12.9946105,77.5396558
Vathsalya Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,565 Iii Stage 4Th Block,Karnataka,Bengaluru Urban,12.9304325,77.5497613
Vijaya Hospital,Private,Multispecialty / General,,0.0,0.0,"4,Kirloskar Colony, Basaveshwaranagar",Karnataka,Bengaluru Urban,12.9958829,77.5335329
Vivus West Multi Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 11/2, Magadi Main Road, Agrahara Dasarahalli",Karnataka,Bengaluru Urban,12.98061,77.538619
Banashankari Hospital,Private,Multispecialty / General,,0.0,0.0,"Weavers Colony Main Road, Bannerghatta Road",Karnataka,Bengaluru Urban,12.8453374,77.5881445
Vijayashree Hospitals,Private,Multispecialty / General,,0.0,0.0,"#3, Gottigere, Bannerghatta Main Road,Near Gottigere Bus Stand",Karnataka,Bengaluru Urban,12.856699,77.5888559
Ashwini Hospital,Private,Multispecialty / General,,0.0,0.0,"Opposite To Bdk Kalyana Mantapa,Santhe Circle, Old Town,Yelahanka",Karnataka,Bengaluru Urban,13.1004849,77.5940134
R K Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 31, Kammanahalli Main Road Nr.Venkateswara Ent",Karnataka,Bengaluru Urban,13.0127953,77.6374848
Sathya Hospital,Private,Multispecialty / General,,0.0,0.0,"No.45 Kamanahalli Main Road C.Ramiah Layout , St. Thomas Town Post",Karnataka,Bengaluru Urban,13.0173829,77.6335474
Abhaya Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"# 77, 110 Feet Ring Road, Bsk Iii Stage",Karnataka,Bengaluru Urban,12.9272547,77.5469082
Abhilash Hospital And Sara Rehabilitation Centre,Private,Multispecialty / General,,0.0,0.0,"#271, 5Th Block, 100 Feet Road, 3Rd Phase, Banashankari",Karnataka,Bengaluru Urban,12.9367161,77.6263761
Aditya Netralaya - Bangalore,Private,Multispecialty / General,,0.0,0.0,"# 244,7Th Cross Vi Block.Iii Phase Iii Block, Banashankari",Karnataka,Bengaluru Urban,12.9254533,77.546757
Ashwini Hospital,Private,Multispecialty / General,,0.0,0.0,No. 129 Kathriguppa Bsk Iii Stage,Karnataka,Bengaluru Urban,12.9289462,77.5519962
Gururaja Nursing Home,Private,Multispecialty / General,,0.0,0.0,"#566, 1St Main Road , Nagendra Block ,B S K 3Rd Stage",Karnataka,Bengaluru Urban,12.9400567,77.5529916
K.S. Hospital,Private,Multispecialty / General,,0.0,0.0,"No-5,100, Feet Ring Road, Hosakerehalli ,B.S.K 3Th Stage",Karnataka,Bengaluru Urban,12.9063,77.5739063
Prabha Eye Clinic and Research Center,Private,Eye / Ophthalmology,,0.0,0.0,"C.A Site No 1, 2 Cross, 2 Main, 7Th Block, Banashankari",Karnataka,Bengaluru Urban,12.9234955,77.5548886
Ring Road Hospital,Private,Multispecialty / General,,0.0,0.0,"#129, 1 Main Road, Kattriguppe, Banashankari Iii Stage",Karnataka,Bengaluru Urban,12.9244526,77.5510029
Sg Hospital,Private,Multispecialty / General,,0.0,0.0,"30, 2Nd Cross Anjaneya Nagar, 3Rd Stage Banashankari",Karnataka,Bengaluru Urban,12.8908145,77.6142499
Shalini Nursing Home,Private,Multispecialty / General,,0.0,0.0,"63, 6Th Main, Bda Layout, Avalahalli, Bsk Iii Stage",Karnataka,Bengaluru Urban,12.9553664,77.5390317
The Pulse Multi Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"5/81, 50 Feet Road, 20Th Main Road, Muneshwara Block, Girinagar",Karnataka,Bengaluru Urban,12.9419237,77.5469674
Udhbhava Hospital,Private,Multispecialty / General,,0.0,0.0,"No:114, 100 Feet Ring Road, 3Rd Stage Banashankari",Karnataka,Bengaluru Urban,12.9236831,77.5539892
Vittala International Institute Of Ophthalmology,Private,Eye / Ophthalmology,,0.0,0.0,"#1,2Nd Cross, 2Nd Main,7Th Block, Banashankari 3Rd Stage, Hosakerehalli",Karnataka,Bengaluru Urban,12.9347488,77.5728361
Dr Satturs Hospital,Private,Multispecialty / General,,0.0,0.0,"Iii West Of Chord Road , Opposite 1St Block Rajajinagar , Mahalakshmipuram",Karnataka,Bengaluru Urban,12.941633,77.5923327
Fortis Hospitals Limited,Private,Multispecialty / General,,0.0,0.0,"111, West Of Chord Road, Mahalakshmipuram, Rajajinagar I Block",Karnataka,Bengaluru Urban,13.0118126,77.5518994
Namratha Nursing And Maternity Home,Private,Women & Child,,0.0,0.0,"158, 6Th Main Road 4Th Stage, Ii Phase West Of Chord Road",Karnataka,Bengaluru Urban,12.9407598,77.5515289
Padmabhushan Dr Mc Modi Charitable Eye Hospital,Trust / Charitable,Eye / Ophthalmology,,0.0,0.0,Dr Mc Modi Road Near West Of Chord Road Mahalakshmi Puram Layout,Karnataka,Bengaluru Urban,12.9978747,77.546252
Pragathi Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No. 674/A, 10Th Cross, 5Th Main, W O C Road 2Nd Stage, Mahalakshmi Puram",Karnataka,Bengaluru Urban,13.0070025,77.5556028
Sangolli Nursing Home,Private,Multispecialty / General,,0.0,0.0,"#270/2, 4Th Main, Mahalakshmi Layout",Karnataka,Bengaluru Urban,13.008245,77.546926
Sneha Nursing Home,Private,Multispecialty / General,,0.0,0.0,"76/1, 11Th Cross Mahalakshmipuram West Of Chord Road",Karnataka,Bengaluru Urban,12.9999003,77.5448589
Sri Venkateshwara Hospital,Private,Multispecialty / General,,0.0,0.0,"86 Hosur Main Road , Madivala",Karnataka,Bengaluru Urban,12.9325662,77.6125214
Cauvery Medical Center Limited,Private,Multispecialty / General,,0.0,0.0,"No 43/2, Nh - 7, Bellary Road, Sahakara Nagar,  Kodigehalli Gate",Karnataka,Bengaluru Urban,13.0576551,77.5932891
Goldfinch Hospital,Private,Multispecialty / General,,0.0,0.0,"No-150/24, Kodigehalli Main Road, Maruthinagar",Karnataka,Bengaluru Urban,13.0575359,77.5897606
North Side Hospital And Diagnostic Centre,Private,Multispecialty / General,,0.0,0.0,"8 G Block,60Feet Road ,Shahakar Nagar",Karnataka,Bengaluru Urban,13.0628571,77.5922138
Sankara Nethralaya,Private,Eye / Ophthalmology,,0.0,0.0,"43 Bellary Road, Bengluru, Bengluru",Karnataka,Bengaluru Urban,13.0282801,77.5861075
Shakthikrupa Nursing Home,Private,Multispecialty / General,,0.0,0.0,"# 20, 1St Floor, 17 Th A Cross, Kaggadasapura Main Road C. V. Raman Nagar",Karnataka,Bengaluru Urban,12.9832113,77.6751206
Sree Lakshmi Hospital,Private,Multispecialty / General,,0.0,0.0,21St Cross Kaggadasapura Main Road C V Raman Nagar,Karnataka,Bengaluru Urban,12.982531,77.6799123
Nethra Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"8, Poojary Layout, 80Ft. Road, Rmv Iind Stage,Sanjaynagar",Karnataka,Bengaluru Urban,13.0262299,77.5768601
Raj Mahal Vilas Hospital,Private,Multispecialty / General,,0.0,0.0,"No.138, Aec Layout, Sanjay Nagar",Karnataka,Bengaluru Urban,12.994369,77.5298954
S. J. Hospital,Private,Multispecialty / General,,0.0,0.0,"No.2, Ngef Layout, Sanjaynagar Main Road",Karnataka,Bengaluru Urban,13.0352063,77.5752036
Acura Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"No,435,18Th Main 6Th Block (Near Indoor Stadium) Koramangala",Karnataka,Bengaluru Urban,12.9369154,77.6407258
Apollo Koramangla Cradle Limited,Private,Multispecialty / General,,0.0,0.0,"No.58, 5Th Cross,18Th Main,Dhanalakshmi Bank Bldg,' 6Th Bolck, Koramangala",Karnataka,Bengaluru Urban,12.9279232,77.6271078
J P Dental Clinic,Private,Dental,,0.0,0.0,"#639,2-C Main, 8Th Block,Koramangala",Karnataka,Bengaluru Urban,12.9427798,77.6162023
The Apollo Clinic,Private,Multispecialty / General,,0.0,0.0,"No.51, Jyothi Nivas Colleges, 5Th Block, Kormangala",Karnataka,Bengaluru Urban,12.9336702,77.615816
Vaatsalaya Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 1, 2Nd Cross, 5Th A Block, Koramangala",Karnataka,Bengaluru Urban,12.9361155,77.61584
Dr Varmas Jyothi Prasad Nursing Home Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"Nandini Layout, Saraswati Puram",Karnataka,Bengaluru Urban,13.0103904,77.538296
J.P.Nursing Home,Private,Multispecialty / General,,0.0,0.0,"#4,Sfhs,Next To Nandini Layout",Karnataka,Bengaluru Urban,13.0159906,77.5338233
Nandini Layout Meternity Home,Private,Multispecialty / General,,0.0,0.0,"Jai Bhuvaneshwarnagar, Nandini Layout,  South",Karnataka,Bengaluru Urban,13.0145722,77.5307965
Shankara Nethralaya Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"41-42/5 7Th Cross, Saraswathipuram, Nandini Layout, Main Road",Karnataka,Bengaluru Urban,13.008932,77.540603
Ketham`S Hospital Pvt. Ltd,Private,Multispecialty / General,,0.0,0.0,"# 50/2, Vidyaranyapura, Nanjappa Main Road",Karnataka,Bengaluru Urban,13.0241842,77.6497088
Kruthika Hospital,Private,Multispecialty / General,,0.0,0.0,"Nanjappa Road, Vidyaranna Pura Main Road",Karnataka,Bengaluru Urban,13.0688367,77.5580402
Naggapa Hadli Hospital,Private,Multispecialty / General,,0.0,0.0,"M S Palya Circle, Vidyaranyapura Road",Karnataka,Bengaluru Urban,13.0735607,77.5569874
Rajalakshmi Hospital,Private,Multispecialty / General,,0.0,0.0,"#21/1, Lakshmipura Main Road,Vidyaranyapura,Opposite Lakshmipura Lake",Karnataka,Bengaluru Urban,13.0965073,77.5420588
Soukya Hospital,Private,Multispecialty / General,,0.0,0.0,"17, Nti Layout, Vidyaranyapura",Karnataka,Bengaluru Urban,13.0777239,77.5569265
Rc Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 484/A, Ideal Homes Township,18Th Main Rd.Rajarajeshwarinagar",Karnataka,Bengaluru Urban,12.9294443,77.5173072
Sudhanva Health Care,Private,Multispecialty / General,,0.0,0.0,"No-1406, 8Th Main, 7Th Cross 5Th Stage, 1St Phase,Beml Layout, Rajarajeswaringar",Karnataka,Bengaluru Urban,12.9094624,77.5335675
Vasan Eye Care Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"#483, 16Th Cross 18Th Main , Rajarajeshwari Nagar",Karnataka,Bengaluru Urban,12.9015198,77.5596242
Asian Speciality Hospital(A Unit Of Orch Hospital and Healthcare Services Ltd),Private,Multispecialty / General,,0.0,0.0,"11/A 9Th Main, 13Th Cross 6Th Sector Hsr Layout Outer Ring Road",Karnataka,Bengaluru Urban,12.9108829,77.604587
Bmax Hospital India Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"No. 120/4, Haralur Road, Off Sarjapur Road, H S R Layout Post",Karnataka,Bengaluru Urban,12.9114126,77.6643146
Orch Hospital and Healthcare Services,Private,Multispecialty / General,,0.0,0.0,"11A.9Th Main, 13Th Cross, Sector-6 Hsrlayout, Outer Ring Road",Karnataka,Bengaluru Urban,12.9153707,77.5621065
Sri Kalabyraveshwara Swamy Ayurvedic Medical Colle,Private,Multispecialty / General,,0.0,0.0,"No. 10 Pipeline Road, R.P.C. Layout, Vijayanagar",Karnataka,Bengaluru Urban,12.967283,77.5447472
Aditi Hospital,Private,Multispecialty / General,,0.0,0.0,"Gandhi Sqare, , Newpet,Anekal",Karnataka,Bengaluru Urban,12.7105259,77.6911295
Bhavana Nursing Home,Private,Multispecialty / General,,0.0,0.0,"Mysore Bank Road, Anekal Town",Karnataka,Bengaluru Urban,12.708095,77.6976763
Y K Hospital,Private,Multispecialty / General,,0.0,0.0,"C A Plot 65 Ring Road, Jigani Industrial Area",Karnataka,Bengaluru Urban,36.778261,-119.4179324
N.R. Hospital,Private,Multispecialty / General,,0.0,0.0,"Hosur-  Highway, Near Check Post, Atttibele",Karnataka,Bengaluru Urban,12.7409127,77.8252923
Taluk Hospital Magadi,Public,Multispecialty / General,,0.0,0.0,"Magadi,Ramanagara ric",Karnataka,Bengaluru Urban,12.9576756,77.2261452
Krishnadevaraya Hospital And Research Centre,Private,Multispecialty / General,,0.0,0.0,"Sir Mvit Campus, Hunasamarana Halli, Yelahanka",Karnataka,Bengaluru Urban,13.151907,77.612743
St.John's Medical College Hospital,Private,Cardiac,,,,"Sarjapur Road, John Nagar, Koramangala",Karnataka,Bengaluru Urban,12.9309785,77.6199608
CGHS Dispensary No.7,Public,Multispecialty / General,,0.0,0.0,"CGHS Dispensary No.7, Koramangala, CPWD\nQuarters, Koramangala",Karnataka,Bengaluru Urban,12.9279232,77.6271078
CGHS Dispensary No.8,Public,Multispecialty / General,,0.0,0.0,"CGHS Dispensary No.8, Domlur, CPWD Quarters, Domlur",Karnataka,Bengaluru Urban,12.9609857,77.6387316
Aayugs Multispeciality Hospital,Private,Multispecialty / General,,0.0,0.0,"#477, 1st Main, B Block",Karnataka,Bengaluru Urban,30.5781488,-91.1700371
"Abhaya Eye Hospital, Super Speciality Eye Care Centre",Private,Eye / Ophthalmology,,0.0,0.0,"# 77, 100 Ft.Ring Road, B.S.K.3rd Stage, 5th Block",Karnataka,Bengaluru Urban,12.9247325,77.6186378
Abhishek Netradhama,Private,Eye / Ophthalmology,,0.0,0.0,"HIG 2024, 3rd B Cross, B Sector, Opposite national public school, Near SBI Bank Yelahanka new town",Karnataka,Bengaluru Urban,13.1042445,77.5713193
Acura Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"435, Acura Hospital, 18th Main, 6th Block, Koramangala",Karnataka,Bengaluru Urban,12.9279232,77.6271078
Apollo Bengaluru Cradle Limited,Private,Multispecialty / General,,0.0,0.0,"No.25, 46th Cross, 5th Block, Jayanagar",Karnataka,Bengaluru Urban,12.9167863,77.5851803
Apollo Speciality Hospital,Private,Cardiac,250.0,0.0,0.0,"21/2, 14th Cross, 3rd Block, Jayanagar",Karnataka,Bengaluru Urban,12.9587626,77.5235076
Athreya Hospital,Private,Cardiac,,0.0,0.0,"6/2 B, Opposite Suryanagara, Phase 1, Chandpura, Anekal Main Road",Karnataka,Bengaluru Urban,12.7943073,77.7064163
"Bengaluru Hospital, Susruta Medical Aid And\nResearch Home Limited",Private,Multispecialty / General,,0.0,0.0,"202, R.V.Road",Karnataka,Bengaluru Urban,12.9715987,77.5945627
Bengaluru Kidney Stone Hospital,Private,Renal / Uro,,0.0,0.0,Hudson Circle,Karnataka,Bengaluru Urban,12.9715987,77.5945627
Bengaluru West Lions Hospital,Private,Multispecialty / General,,0.0,0.0,J.C.Road,Karnataka,Bengaluru Urban,12.9715987,77.5945627
Bhagawan Mahaveer Jain Heart Centre,Private,Cardiac,,0.0,0.0,"No.17, Millers Road, Vasantha Nagar",Karnataka,Bengaluru Urban,12.9911307,77.5937662
Bharath Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No 1402, Sarakki Gate, J P Nagar, 1st Phase, K.P.Main Road",Karnataka,Bengaluru Urban,12.911103,77.57314
Bharathy Hospital,Private,Ortho / Trauma,,0.0,0.0,"4, Nagarbhavi Main Road, Prasanthnagar",Karnataka,Bengaluru Urban,12.9761414,77.5326436
Chinmaya Mission Hospital,Private,Cardiac,,0.0,0.0,"1st stage, Indiranagar",Karnataka,Bengaluru Urban,12.9782591,77.6448425
Chinmaya Narayana Super Specialty Centre,Private,Cardiac,,0.0,0.0,"C.M.H.Road, Indiranagar, 2nd Stage",Karnataka,Bengaluru Urban,12.9783012,77.6379484
Chord Road Hospital Pvt Ltd,Private,Cardiac,,0.0,0.0,"#100/101, Lic Colony West Of Chord, Basaveshwaranagar",Karnataka,Bengaluru Urban,12.9956355,77.5504955
"Cloud Nine, Jayanagar",Private,Women & Child,,0.0,0.0,"#1533, 9th Main,\n3rd Block, Jayanagar",Karnataka,Bengaluru Urban,12.933863,77.584263
D.G.Hospital,Private,Multispecialty / General,,0.0,0.0,Padmanabhanagar,Karnataka,Bengaluru Urban,12.9714646,77.5815375
Devi Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"#434, 18th Main, 80 Feet Road, 6th Block, Opposite Koramangala Bus Depot, Koramangala",Karnataka,Bengaluru Urban,12.9279232,77.6271078
Divya Drishti Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"#966/ 22, Service Road, RPC Layout, Vijayanagar, Opposite Syndicate Bank",Karnataka,Bengaluru Urban,12.958047,77.5341765
Dr.Zamindar Microsurgical Eye Centre,Private,Eye / Ophthalmology,,0.0,0.0,"No.1013, 1st Block, 3 Rd Cross, Hrbr Layout, Kalyan Nagar",Karnataka,Bengaluru Urban,13.0256425,77.6366197
Dr. T.V.Ramesh Piles Hospital,Private,Multispecialty / General,,0.0,0.0,"1st Main Road, 7th Cross, Ganganagar",Karnataka,Bengaluru Urban,13.025502,77.5576219
"Fortis Hospital, Nagarbhavi",Private,Cardiac,,0.0,0.0,"No 23, 80 Feet Road, Gurukrupa Layout",Karnataka,Bengaluru Urban,12.920683,77.556885
Garden City Hospital,Private,Multispecialty / General,,0.0,0.0,"132/18, 22nd Cross, Jayanagar, 3 rd Block",Karnataka,Bengaluru Urban,12.933219,77.5815604
Gayathri Hospital,Private,Multispecialty / General,,0.0,0.0,"# 91, Magadi Chord Road",Karnataka,Bengaluru Urban,12.974333,77.542641
HCG Bengaluru Institute Of Oncology,Private,Oncology,,0.0,0.0,"44-45/2, 2nd Cross Raja Ram Mohan",Karnataka,Bengaluru Urban,12.953321,77.531756
"HCG, Koramangala",Private,Oncology,,0.0,0.0,"# 88, 17th, A Main, 2nd Cross, 5th Block, Koramangala",Karnataka,Bengaluru Urban,12.9350101,77.6312173
Hi Tech Kidney Stone Hospital,Private,Renal / Uro,,0.0,0.0,"#240, 32nd Cross, 7 Th Block",Karnataka,Bengaluru Urban,12.927046,77.579154
Hitech Kidney Stone Hospital,Private,Renal / Uro,,0.0,0.0,"No.6/7, Crescent Road Cross, Kumar Park East",Karnataka,Bengaluru Urban,12.9917169,77.5664805
I-Aim Healthcare Centre,Private,Multispecialty / General,,0.0,0.0,"74/2, Jarakabande Kaval (Behind CRPF Campus), Post Attur, Via Yelahanka",Karnataka,Bengaluru Urban,13.1004849,77.5940134
Jayashree Multispeciality Hospital,Private,Cardiac,23.0,0.0,0.0,"#25, 26, 27, 1st Cross Block",Karnataka,Bengaluru Urban,12.9993935,77.540421
Jeevani Health And Medicare Private Limited,Private,Multispecialty / General,,0.0,0.0,"No.11/2, Magadi Main Road, Agrahara Dasarahalli",Karnataka,Bengaluru Urban,12.98061,77.538619
Karthik Nethralaya,Private,Eye / Ophthalmology,,0.0,0.0,"89, 7th cross, N R Colony, Near Bull temple",Karnataka,Bengaluru Urban,12.9656578,77.5652661
Kids Clinic India Pvt.Ltd.- Cloudnine,Private,Multispecialty / General,,0.0,0.0,"No.47, 11th Main, 17th Cross, Malleshwaram",Karnataka,Bengaluru Urban,13.0082512,77.5632061
Kusuma Hospital,Private,Cardiac,,0.0,0.0,"237 / 37, 10 Th Main, Nagendra Block",Karnataka,Bengaluru Urban,12.9204899,77.5515107
Lalitha Healthcare Pvt.Ltd.(A Fortis Network Hospital),Private,Cardiac,,0.0,0.0,"No - 65, 1st Main, Seshadripuram",Karnataka,Bengaluru Urban,12.9785849,80.2320987
M.S. Ramaiah Memorial Hospitals(Only For Corporate),Private,Multispecialty / General,,0.0,0.0,"M S R I T Nagar, New Bel Road",Karnataka,Bengaluru Urban,13.0344064,77.5682976
M.G. Speciality Health Care (A Unit Of Mgmi Hospitals(India) Pvt Ltd),Private,Multispecialty / General,,0.0,0.0,"#5/2, 13th Cross, Hosur Road, Wilson Garden",Karnataka,Bengaluru Urban,12.945783,77.59732
M.S. Ramaiah Harsha Hospital,Private,Multispecialty / General,,0.0,0.0,"193/4m Sondekoppa Circle, N.H.-4, Nelamangala",Karnataka,Bengaluru Urban,13.0410322,77.3914939
M.S.R.Narayana Hrudayalaya,Private,Multispecialty / General,,0.0,0.0,M.S.Ramaiah Memorial Hospital,Karnataka,Bengaluru Urban,17.3337789,77.9034879
Mahaveer Eye Hospital Private Limited,Private,Eye / Ophthalmology,,0.0,0.0,"No.02, Sirur Park Road, Seshadripuram",Karnataka,Bengaluru Urban,12.9931308,77.5728546
Mallige Medical Centre,Private,Multispecialty / General,,0.0,0.0,"31/32, Crescent Road",Karnataka,Bengaluru Urban,12.9851615,77.5803852
Medikeris Superspecaility Ent Centre,Private,Multispecialty / General,,0.0,0.0,"No-9/91, Govindappa Road, Basavana Gudi",Karnataka,Bengaluru Urban,12.946587,77.5722657
Narayana Multispeciality Hospital(A Unit Of Narayana Hrudayalaya Pvt Ltd),Private,Multispecialty / General,,0.0,0.0,"Ca Site No 1, Basant Health Centre Building, 18th Main, Opposite Hsr Club",Karnataka,Bengaluru Urban,36.778261,-119.4179324
Narayana Nethralaya\n,Private,Eye / Ophthalmology,,0.0,0.0,"No.121/C, Chord Road, Rajajinagar 1st `R`Block",Karnataka,Bengaluru Urban,13.011531,77.552046
Nature Cure Hospital,Private,Multispecialty / General,,0.0,0.0,"No.1537/1, 9th Main Road, 3rd Block, Jayanagar",Karnataka,Bengaluru Urban,12.933267,77.584489
Neha Prakash Hospital,Private,Multispecialty / General,,0.0,0.0,"# 8, V Phase, 6th Cross, New Town",Karnataka,Bengaluru Urban,28.4689118,77.1411003
Nethradhama Super Speciality Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"# 256/14, Kanakapura Main Road,\n7th Block, Jayanagar",Karnataka,Bengaluru Urban,12.925255,77.577359
Nethradhama Superspeciality Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"# 66, Indiranagar Double Road, Hal 2nd Stage",Karnataka,Bengaluru Urban,12.97344,77.635628
"Nova Medical Center, Sadashiv Nagar",Private,Multispecialty / General,,0.0,0.0,"No 222/14, 5 Th Main Bellary Road, Sadashivnagar",Karnataka,Bengaluru Urban,13.0067174,77.5814238
Nu Hospitals,Private,Multispecialty / General,,0.0,0.0,"C.A.6, 11th Cross, 15th Main, Padmanabhanagar",Karnataka,Bengaluru Urban,12.9091748,77.597458
Padmabhushan Dr.M.C.Modi Charitable Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"Dr.M.C.Modi Road, Mahalakshmipuram",Karnataka,Bengaluru Urban,13.0122294,77.6050075
"Panacea Hospital, Nagarabhavi",Private,Multispecialty / General,,0.0,0.0,"# 611 /612, Nagarabhavi Main Road",Karnataka,Bengaluru Urban,12.9617571,77.5216056
Panacea Hospitals Private Limited,Private,Multispecialty / General,,0.0,0.0,"334, 3rd Stage, 4th Block, Basaveshwaranagar",Karnataka,Bengaluru Urban,12.9935833,77.5342741
Parimala Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"12/13, Bilekahalli, Bannerghatta Road",Karnataka,Bengaluru Urban,12.8594543,77.5917489
People Tree Hospitals,Private,Multispecialty / General,,0.0,0.0,"# 2, Tumkur Road, Goreguntepalya",Karnataka,Bengaluru Urban,13.1582339,77.32569
Prabha Eye Clinic and Research Centre,Private,Eye / Ophthalmology,,0.0,0.0,"504, 40th Cross Road, Jayanagar",Karnataka,Bengaluru Urban,12.919731,77.575085
Prashanth Hospital,Private,Multispecialty / General,,0.0,0.0,"90-D, Bommanahalli Circle, Hosur road",Karnataka,Bengaluru Urban,12.9216826,77.6200305
Pristine Hospital,Private,Multispecialty / General,,0.0,0.0,"No.877, Modi Hospital Road, West of Chord Road, II Stage Extension",Karnataka,Bengaluru Urban,12.9978747,77.546252
Punya Hospital,Private,Multispecialty / General,,0.0,0.0,"# 52 /10 80 Ft Road, Khb Colony Basaveshwaranagar",Karnataka,Bengaluru Urban,12.9862578,77.5374814
Raksha Multispeciality Hospital,Private,Multispecialty / General,,0.0,0.0,"# 141/142, 1st Main, Krishnandanagar, Khb Colony",Karnataka,Bengaluru Urban,12.9861693,77.5348568
Ravi Kirloskar Memorial Hospital,Private,Multispecialty / General,,0.0,0.0,"No.19, 2nd Main Road, 1st Phase, Peenya Industrial Area",Karnataka,Bengaluru Urban,12.9594745,77.560953
Retina Institute Of Karnatakaa,Private,Multispecialty / General,,0.0,0.0,"# 122, 5th Main Road, Chamarajpet",Karnataka,Bengaluru Urban,12.9567051,77.5626974
Sagar Hospitals,Private,Multispecialty / General,,0.0,0.0,"DSI, Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari",Karnataka,Bengaluru Urban,12.9254533,77.546757
Samprathi Eye Hospital And Squint Centre,Private,Eye / Ophthalmology,,0.0,0.0,"# 111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)",Karnataka,Bengaluru Urban,13.0073714,77.5601893
